result,answer,seido,saigen,Fscore
"['ほんじゃ', '、', 'ゆっくり', 'あったまっ', 'て', 'けろ']","['ほんじゃ', '、ゆっくり', 'あったまっ', 'て', 'けろ']",0.6666666666666666,0.8,0.7272727272727272
"['ほんじゃ', '、', '今', 'から', '歩い', 'で', 'い', 'が', 'れっか', '。', '風呂場', 'まで', '床', '濡れ', 'てっ', 'から', '気', 'ぃ', 'つけろ', 'よ']","['ほんじゃ', '、', '今', 'から', '歩い', 'で', 'いがれっ', 'か', '。', '風呂場', 'まで', '床', '濡れ', 'てっ', 'から', '気ぃ', 'つけ', 'ろ', 'よ']",0.7,0.7368421052631579,0.717948717948718
"['まず', '、', 'ブレーキ', 'かげ', 'で', 'もらっ', 'て', 'いい', 'べ', 'か']","['まず', '、', 'ブレーキ', 'かげ', 'で', 'もらっ', 'て', 'いい', 'べ', 'か']",1.0,1.0,1.0
"['むぐし', 'そう', 'だ']","['むぐし', 'そう', 'だ']",1.0,1.0,1.0
"['もう', 'あ', 'だ', 'まいっ', 'だ', 'く', 'ねえ']","['もう', 'あだま', 'いっだく', 'ねえ']",0.2857142857142857,0.5,0.36363636363636365
"['ゆんべ', 'は', 'よ', 'ぐ', 'ねらっ', 'ちゃ', 'が']","['ゆんべ', 'は', 'よぐ', 'ねらっ', 'ちゃ', 'が']",0.7142857142857143,0.8333333333333334,0.7692307692307692
"['よ', 'ぐ', 'ご', 'ざた', 'なっ', 'し']","['よぐ', 'ござ', 'た', 'なっし']",0.0,0.0,0
"['よ', 'ぐ', '眠ら', 'っちゃ']","['よぐ', '眠ら', 'っ', 'ちゃ']",0.25,0.25,0.25
"['よごっぱら', 'きりきり', 'いだい']","['よごっぱら', 'きりきり', 'いだい']",1.0,1.0,1.0
"['よごっばら', 'やめる']","['よごっばら', 'やめる']",1.0,1.0,1.0
"['リハビリ', '頑張っ', 'てん', 'なー', '。', 'ちぃっと', '歩', 'が', 'れる', 'よう', 'に', 'なっ', 'て', 'いがっ', 'た', 'なー', '。', 'これ', 'が', 'ら', 'も', '頑張っ', 'ぺ', 'な']","['リハビリ', '頑張っ', 'て', 'ん', 'な', 'ー', '。', 'ちぃっと', '歩が', 'れる', 'よう', 'に', 'なっ', 'て', 'いがった', 'な', 'ー', '。', 'これがら', 'も', '頑張っ', 'ぺ', 'な']",0.5833333333333334,0.6086956521739131,0.5957446808510638
"['わぎばら', 'きりきり', 'いだい']","['わぎばら', 'きりきり', 'いだい']",1.0,1.0,1.0
"['んじゃ', '、', 'お', '湯', '左足', 'がら', 'かけ', 'て', '。', 'あ', 'づ', 'ぐ', 'ねぇ', 'が', '？']","['んじゃ', '、', 'お湯', '左足', 'がら', 'かけ', 'て', '。', 'あづぐ', 'ねぇ', 'が', '？']",0.6666666666666666,0.8333333333333334,0.7407407407407408
"['んじゃ', '、', '何', 'か', 'あっ', 'たら', '、', 'いつ', 'で', 'も', '呼ん', 'で', 'なー']","['んじゃ', '、', '何か', 'あっ', 'たら', '、', 'いつ', 'で', 'も', '呼ん', 'で', 'な', 'ー']",0.7692307692307693,0.7692307692307693,0.7692307692307693
"['んじゃ', '、', '起', 'ぎ', 'あがっ', 'て', '、', 'ベッド', 'の', '端', 'さ', '腰かけ', 'て', 'み', 'で']","['んじゃ', '、', '起ぎあがって', '', '、', 'ベッド', 'の', '端', 'さ', '腰', 'かけ', 'て', 'み', 'で']",0.6,0.6428571428571429,0.6206896551724138
"['んじゃ', '、', '今', 'がら', '服', '脱い', 'で', 'もらう', 'がら', '確認', 'さ', 'せ', 'て', 'けろ', 'な', '。', '足', 'の', '裏', 'ちゃんと', '床', 'さ', 'つ', 'いっ', 'た', 'が', '。', 'ちょっと', '待っ', 'て', 'けろ', '。']","['んじゃ', '、', '今', 'がら', '服', '脱い', 'で', 'もらう', 'がら', '確認', 'さ', 'せ', 'て', 'けろ', 'な', '。', '足', 'の', '裏', 'ちゃんと', '床', 'さ', 'ついっ', 'た', 'が', '。', 'ちょっと', '待っ', 'て', 'けろ']",0.90625,0.9666666666666667,0.9354838709677419
"['んじゃ', '、', '今', 'から', '立っ', 'て', 'もらう', 'がら', '、', '右肩', 'さ', 'タオル', 'かげん', 'ぞ']","['んじゃ', '、', '今', 'から', '立っ', 'て', 'もらう', 'がら', '、', '右肩', 'さ', 'タオル', 'かげ', 'ん', 'ぞ']",0.9285714285714286,0.8666666666666667,0.896551724137931
"['んじゃ', '、', '上着', '脱い', 'で', 'もらっ', 'て', 'いい', 'べ', 'か']","['んじゃ', '、', '上着', '脱い', 'で', 'もらっ', 'て', 'いい', 'べ', 'か']",1.0,1.0,1.0
"['んじゃ', '、', '体', 'よっく', '拭い', 'て', 'けろ', 'な']","['んじゃ', '、', '体', 'よっく', '拭い', 'て', 'けろ', 'な']",1.0,1.0,1.0
"['んじゃ', '、', '服', '脱い', 'で', 'もらう', 'が', '。', '左手', 'で', 'ボタン', '外', 'さ', 'れっか', '？']","['んじゃ', '、', '服', '脱い', 'で', 'もらう', 'が', '。', '左手', 'で', 'ボタン', '外さ', 'れっ', 'か', '？']",0.8,0.8,0.8000000000000002
"['んじゃ', '、', '歩い', 'て', 'いぐ', 'ぞ', '。', 'そご', 'で', '止まっ', 'て', 'けろ']","['んじゃ', '、', '歩い', 'て', 'いぐ', 'ぞ', '。', 'そご', 'で', '止まっ', 'て', 'けろ']",1.0,1.0,1.0
"['んじゃ', 'らば', '、', '車', 'いす', 'さ', '移ん', 'ぞ']","['んじゃ', 'らば', '、', '車', 'いす', 'さ', '移ん', 'ぞ']",1.0,1.0,1.0
"['んだ', 'ごで', 'な']","['んだ', 'ごでな']",0.3333333333333333,0.5,0.4
"['飲み', 'もん', '何', 'いい', '？']","['飲み', 'もん', '何', 'いい', '?']",0.8,0.8,0.8000000000000002
"['何', 'が', 'あっ', 'たら', '、', 'この', 'ボタン', '押し', 'て', '呼ば', 'って', 'けろ']","['何', 'が', 'あっ', 'たら', '、', 'この', 'ボタン', '押し', 'て', '呼ばっ', 'て', 'けろ']",0.8333333333333334,0.8333333333333334,0.8333333333333334
"['家族', 'さ', '連絡', 'し', 'て', 'けろ']","['家族', 'さ', '連絡し', 'て', 'けろ']",0.6666666666666666,0.8,0.7272727272727272
"['家族', 'の', '写真', '見る', 'たんび', '、', 'む', 'が', 'し', '思い', '出す']","['家族', 'の', '写真', '見る', 'たんび', '、', 'むがし', '思い', '出す']",0.7272727272727273,0.8888888888888888,0.7999999999999999
"['寒', 'ぐ', 'ね', 'え', 'が', '？']","['寒ぐ', 'ねえ', 'が', '?']",0.16666666666666666,0.25,0.2
"['寒気', 'する']","['寒気', 'する']",1.0,1.0,1.0
"['顔', '洗い', 'でぇ']","['顔', '洗い', 'でぇ']",1.0,1.0,1.0
"['気持', 'ぢ', 'わりい']","['気持ぢ', 'わりい']",0.3333333333333333,0.5,0.4
"['気分', 'い', 'いぐ', 'なっ', 'た']","['気分', 'いいぐ', 'なっ', 'た']",0.6,0.75,0.6666666666666665
"['起', 'ぎ', '上がっ', 'たら', '、', 'ベッド', 'の', '端', 'さ', '腰かけ', 'て', 'けろ']","['起ぎ上がっ', 'たら', '、', 'ベッド', 'の', '端', 'さ', '腰', 'かけ', 'て', 'けろ']",0.6666666666666666,0.7272727272727273,0.6956521739130435
"['急', 'に', '手', 'し', 'びっ', 'ちぇ', '茶碗', 'おどす', 'どこ', 'だっ', 'た']","['急', 'に', '手', 'しびっ', 'ちぇ', '茶碗', 'おどす', 'どこ', 'だった']",0.6363636363636364,0.7777777777777778,0.7000000000000001
"['軽く', 'せぎ', '出る']","['軽く', 'せぎ', '出る']",1.0,1.0,1.0
"['検査', 'の', 'たんび', '、', '緊張', 'する']","['検査', 'の', 'たんび', '、', '緊張する']",0.6666666666666666,0.8,0.7272727272727272
"['喉', 'いがらっぽい']","['喉', 'いがらっぽい']",1.0,1.0,1.0
"['喉', 'いがらっぽぐ', 'ね', 'が']","['喉', 'いがらっぽ', 'ぐ', 'ね', 'が']",0.75,0.6,0.6666666666666665
"['喉', 'いでく', 'て', '声', '出', 'ねぇ']","['喉', 'いでく', 'て', '声', '出', 'ねぇ']",1.0,1.0,1.0
"['喉', '乾い', 'だー']","['喉', '乾い', 'だー']",1.0,1.0,1.0
"['腰', 'いっ', 'だ', 'い', 'がら', '湿布', 'けろ']","['腰', 'いっだい', 'がら', '湿布', 'けろ']",0.5714285714285714,0.8,0.6666666666666666
"['今', 'がら', '車', 'イス', '押す', 'がら', '、', '動', 'ぐ', 'ぞ']","['今', 'がら', '車イス', '押す', 'がら', '、', '動ぐ', 'ぞ']",0.6,0.75,0.6666666666666665
"['今', 'がら', '服', '脱ぐ', 'げ', 'ん', 'ど', '、', '部屋', '寒', 'ぐ', 'ね', 'え', 'が', '？']","['今', 'がら', '服', '脱ぐ', 'げんど', '、', '部屋', '寒ぐ', 'ねえ', 'が', '？']",0.5333333333333333,0.7272727272727273,0.6153846153846153
"['今日', '、', 'いい', '天気', 'だ', 'がら', '出', 'が', 'けっ', 'ぺ']","['今日', '、', 'いい', '天気', 'だ', 'から', '出がけ', 'っぺ']",0.5,0.625,0.5555555555555556
"['今日', '、', '寒い', 'がら', 'しゃっ', 'ぽ', 'が', 'ぶっ', 'て', '行け']","['今日', '、', '寒い', 'がら', 'しゃっぽ', 'がぶっ', 'て', '行け']",0.6,0.75,0.6666666666666665
"['今日', '、', '風呂', 'さ', '入り', 'でぇ']","['今日', '、', '風呂', 'さ', '入り', 'でぇ']",1.0,1.0,1.0
"['今日', '佐藤', 'さん', 'の', 'だみ出し', 'だ']","['今日', '佐藤', 'さん', 'の', 'だみ出し', 'だ']",1.0,1.0,1.0
"['左', 'の', '腕', 'がら', '脱い', 'で', 'けろ']","['左', 'の', '腕', 'がら', '脱い', 'で', 'けろ']",1.0,1.0,1.0
"['左手', 'で', '手すり', 'おさえ', 'で', 'けろ', '。', '手足', 'さ', '力', 'いっちぇ', '、', '立っ', 'て', 'もらう', 'が']","['左手', 'で', '手すり', 'おさえ', 'で', 'けろ', '。', '手足', 'さ', '力', 'いっ', 'ちぇ', '、', '立っ', 'て', 'もらう', 'が']",0.9375,0.8823529411764706,0.9090909090909091
"['左手', 'で', '手すり', 'おさえ', 'て', 'しゃがん', 'で', 'けろ', '。', '背中', '流し', 'て', 'けっ', 'から']","['左手', 'で', '手すり', 'おさえ', 'て', 'しゃがん', 'で', 'けろ', '。', '背中', '流し', 'て', 'けっ', 'から']",1.0,1.0,1.0
"['左足', 'さ', '右足', '揃え', 'て', 'けろ', '。', 'ちゃんと', '、', 'まっすぐ', '立っ', 'てら', 'れっか', '？']","['左足', 'さ', '右足', '揃え', 'て', 'けろ', '。', 'ちゃんと', '、', 'まっすぐ', '立っ', 'て', 'られっ', 'か', '？']",0.8571428571428571,0.8,0.8275862068965518
"['左足', '一', '歩', '前', 'に', '出し', 'て', 'けろ', '。', '手すり', 'おさえ', 'で', '、', 'ゆっくり', '回っ', 'て', 'こっち', 'の', '方', 'むい', 'で', 'けろ']","['左足', '一歩', '前', 'に', '出し', 'て', 'けろ', '。', '手すり', 'おさえ', 'で', '、', 'ゆっくり', '回っ', 'て', 'こっち', 'の', '方', 'むい', 'で', 'けろ']",0.9090909090909091,0.9523809523809523,0.9302325581395349
"['最初', 'ちょっと', 'ばり', '難しい', 'が', 'も', 'しん', 'にぇ', 'げど', '、', ' ', 'だ', 'んだ', 'ん', '練習', 'し', 'て', 'いぐ', 'べ']","['最初', 'ちょっと', 'ばり', '難しい', 'がも', 'しん', 'にぇ', 'げど', '、', ' だんだん', '練習', 'し', 'て', 'いぐ', 'べ']",0.6842105263157895,0.8666666666666667,0.7647058823529413
"['歯', 'い', 'でぇ']","['歯', 'いでぇ']",0.3333333333333333,0.5,0.4
"['歯', '磨ぎ', 'ぐれ', 'ぇ', '自分', 'で', 'で', 'ぎる']","['歯', '磨ぎ', 'ぐれぇ', '自分', 'で', 'でぎる']",0.5,0.6666666666666666,0.5714285714285715
"['自分', 'で', 'お', '湯', 'かげら', 'れっか']","['自分', 'で', 'お湯', 'かげ', 'られっ', 'か']",0.3333333333333333,0.3333333333333333,0.3333333333333333
"['自分', 'で', 'できっごと', 'は', '自分', 'で', 'しんな', 'ね', 'ごで', '。', 'さんにぇ', 'ごど', 'あっ', 'たら', 'すけ', 'っから']","['自分', 'で', 'できっごと', 'は', '自分', 'で', 'しんな', 'ねごで', '。', 'さんにぇ', 'ごど', 'あっ', 'たら', 'すけっ', 'から']",0.75,0.8,0.7741935483870969
"['終わっ', 'たら', '声', 'かげ', 'で', 'けろ', '。', '部屋', 'さ', '一緒', 'に', '帰る', 'べ']","['終わっ', 'たら', '声かげ', 'で', 'けろ', '。', '部屋', 'さ', '一緒', 'に', '帰る', 'べ']",0.8461538461538461,0.9166666666666666,0.8799999999999999
"['食器', '下げ', 'で', 'も', 'いい', 'べ', 'が']","['食器', '下げ', 'で', 'も', 'いい', 'べ', 'が']",1.0,1.0,1.0
"['寝る', '前', 'もう', 'いっ', 'かい', 'べんじょ', 'さ', '行', 'ぐ', 'が']","['寝る', '前', 'もう', '一回', 'べんじょ', 'さ', '行ぐ', 'が']",0.3,0.375,0.33333333333333326
"['節々', 'いだく', 'て', 'しゃーまし', 'する']","['節々', 'いだく', 'て', 'しゃーまし', 'する']",1.0,1.0,1.0
"['節々', 'いだく', 'て', 'ひしゃまし', 'する']","['節々', 'いだく', 'て', 'しゃーまし', 'する']",0.8,0.8,0.8000000000000002
"['節々', 'いっ', 'てく', 'て', 'ひしゃまし', 'する']","['節々', 'いだ', 'く', 'て', 'ひしゃまし', 'する']",0.16666666666666666,0.16666666666666666,0.16666666666666666
"['先週', 'から', '髪', '洗っ', 'て', 'ね', 'え', 'がら', '、', 'あだま', 'かゆい']","['先週', 'から', '髪', '洗っ', 'て', 'ねえ', 'がら', '、', 'あだま', 'かゆい']",0.8181818181818182,0.9,0.8571428571428572
"['前', 'さ', 'しゃがん', 'で', 'もらう', 'がら', '、', '左手', 'で', '椅子', 'の', '手すり', 'おさえ', 'で', 'けろ']","['前', 'さ', 'しゃがん', 'で', 'もらう', 'がら', '、', '左手', 'で', '椅子', 'の', '手すり', 'おさえ', 'で', 'けろ']",1.0,1.0,1.0
"['息子', 'さ', '連絡', 'し', 'て', 'けん', 'に', 'が']","['息子', 'さ', '連絡し', 'て', 'けんに', 'が']",0.5,0.6666666666666666,0.5714285714285715
"['息子', '持っ', 'て', 'き', 'た', 'りんご', 'くい', 'でぇ']","['息子', '持っ', 'て', 'きた', 'りんご', 'くい', 'でぇ']",0.75,0.8571428571428571,0.7999999999999999
"['足', 'いだく', 'て', 'そげな', 'ごと', 'さんにぇ', 'なー']","['足', 'いだく', 'て', 'そげな', 'ごと', 'さんにぇ', 'なー']",1.0,1.0,1.0
"['足元', 'がら', 'ゆっくり', 'かげ', 'でー']","['足元', 'がら', 'ゆっくり', 'かげ', 'でー']",1.0,1.0,1.0
