result,answer,seido,saigen,Fscore
"['家族', 'さ', '連絡', 'し', 'てけろ']","['家族', 'さ', '連絡し', 'て', 'けろ']",0.4,0.4,0.4000000000000001
"['家族', 'の', '写真', '見る', 'たんび', '、', 'む', 'がし', '思い', '出す']","['家族', 'の', '写真', '見る', 'たんび', '、', 'むがし', '思い', '出す']",0.8,0.8888888888888888,0.8421052631578948
"['寒', 'ぐ', 'ねえ', 'が', '？']","['寒ぐ', 'ねえ', 'が', '?']",0.4,0.5,0.4444444444444445
"['寒気', 'する']","['寒気', 'する']",1.0,1.0,1.0
"['顔', '洗い', 'でぇ']","['顔', '洗い', 'でぇ']",1.0,1.0,1.0
"['気持', 'ぢ', 'わりい']","['気持ぢ', 'わりい']",0.3333333333333333,0.5,0.4
"['気分', 'いい', 'ぐ', 'なっ', 'た']","['気分', 'いいぐ', 'なっ', 'た']",0.6,0.75,0.6666666666666665
"['起', 'ぎ', '上がっ', 'たら', '、', 'ベッド', 'の', '端', 'さ', '腰かけ', 'てけろ']","['起ぎ上がっ', 'たら', '、', 'ベッド', 'の', '端', 'さ', '腰', 'かけ', 'て', 'けろ']",0.5454545454545454,0.5454545454545454,0.5454545454545454
"['急', 'に', '手', 'し', 'びっ', 'ちぇ', '茶碗', 'おどす', 'どこ', 'だっ', 'た']","['急', 'に', '手', 'しびっ', 'ちぇ', '茶碗', 'おどす', 'どこ', 'だった']",0.6363636363636364,0.7777777777777778,0.7000000000000001
"['軽く', 'せぎ', '出る']","['軽く', 'せぎ', '出る']",1.0,1.0,1.0
"['検査', 'の', 'たんび', '、', '緊張', 'する']","['検査', 'の', 'たんび', '、', '緊張する']",0.6666666666666666,0.8,0.7272727272727272
"['喉', 'いがらっぽい']","['喉', 'いがらっぽい']",1.0,1.0,1.0
"['喉', 'いがらっぽ', 'ぐ', 'ね', 'が']","['喉', 'いがらっぽ', 'ぐ', 'ね', 'が']",1.0,1.0,1.0
"['喉', 'いで', 'く', 'て', '声', '出', 'ねぇ']","['喉', 'いでく', 'て', '声', '出', 'ねぇ']",0.7142857142857143,0.8333333333333334,0.7692307692307692
"['喉', '乾い', 'だー']","['喉', '乾い', 'だー']",1.0,1.0,1.0
"['腰', 'いっ', 'だ', 'いが', 'ら', '湿布', 'けろ']","['腰', 'いっだい', 'がら', '湿布', 'けろ']",0.42857142857142855,0.6,0.5
"['今', 'がら', '車', 'イス', '押', 'すがら', '、', '動', 'ぐ', 'ぞ']","['今', 'がら', '車イス', '押す', 'がら', '、', '動ぐ', 'ぞ']",0.4,0.5,0.4444444444444445
"['今', 'がら', '服', '脱ぐ', 'げ', 'ん', 'ど', '、', '部屋', '寒', 'ぐ', 'ねえ', 'が', '？']","['今', 'がら', '服', '脱ぐ', 'げんど', '、', '部屋', '寒ぐ', 'ねえ', 'が', '？']",0.6428571428571429,0.8181818181818182,0.7200000000000001
"['今日', '、', 'いい', '天気', 'だ', 'がら', '出がけ', 'っぺ']","['今日', '、', 'いい', '天気', 'だ', 'から', '出がけ', 'っぺ']",0.875,0.875,0.875
"['今日', '、', '寒い', 'がら', 'しゃっ', 'ぽ', 'がぶっ', 'て', '行け']","['今日', '、', '寒い', 'がら', 'しゃっぽ', 'がぶっ', 'て', '行け']",0.7777777777777778,0.875,0.823529411764706
"['今日', '、', '風呂', 'さ', '入り', 'でぇ']","['今日', '、', '風呂', 'さ', '入り', 'でぇ']",1.0,1.0,1.0
"['今日', '佐藤', 'さん', 'の', 'だ', 'み', '出し', 'だ']","['今日', '佐藤', 'さん', 'の', 'だみ出し', 'だ']",0.625,0.8333333333333334,0.7142857142857143
"['左', 'の', '腕', 'がら', '脱い', 'でけろ']","['左', 'の', '腕', 'がら', '脱い', 'で', 'けろ']",0.8333333333333334,0.7142857142857143,0.7692307692307692
"['左手', 'で', '手すり', 'おさえ', 'でけろ', '。', '手足', 'さ', '力', 'いっ', 'ちぇ', '、', '立っ', 'て', 'もらう', 'が']","['左手', 'で', '手すり', 'おさえ', 'で', 'けろ', '。', '手足', 'さ', '力', 'いっ', 'ちぇ', '、', '立っ', 'て', 'もらう', 'が']",0.9375,0.8823529411764706,0.9090909090909091
"['左手', 'で', '手すり', 'おさえ', 'て', 'しゃがん', 'でけろ', '。', '背中', '流し', 'て', 'けっ', 'から']","['左手', 'で', '手すり', 'おさえ', 'て', 'しゃがん', 'で', 'けろ', '。', '背中', '流し', 'て', 'けっ', 'から']",0.9230769230769231,0.8571428571428571,0.888888888888889
"['左足', 'さ', '右足', '揃え', 'てけろ', '。', 'ちゃんと', '、', 'まっすぐ', '立っ', 'てら', 'れっか', '？']","['左足', 'さ', '右足', '揃え', 'て', 'けろ', '。', 'ちゃんと', '、', 'まっすぐ', '立っ', 'て', 'られっ', 'か', '？']",0.7692307692307693,0.6666666666666666,0.7142857142857142
"['左足', '一', '歩', '前', 'に', '出し', 'てけろ', '。', '手すり', 'おさえ', 'で', '、', 'ゆっくり', '回っ', 'て', 'こっち', 'の', '方', 'むい', 'でけろ']","['左足', '一歩', '前', 'に', '出し', 'て', 'けろ', '。', '手すり', 'おさえ', 'で', '、', 'ゆっくり', '回っ', 'て', 'こっち', 'の', '方', 'むい', 'で', 'けろ']",0.8,0.7619047619047619,0.7804878048780488
"['最初', 'ちょっと', 'ばり', '難しい', 'が', 'も', 'しん', 'に', 'ぇ', 'げ', 'ど', '、', ' ', 'だんだん', '練習', 'し', 'て', 'い', 'ぐ', 'べ']","['最初', 'ちょっと', 'ばり', '難しい', 'がも', 'しん', 'にぇ', 'げど', '、', ' だんだん', '練習', 'し', 'て', 'いぐ', 'べ']",0.5,0.6666666666666666,0.5714285714285715
"['歯', 'い', 'でぇ']","['歯', 'いでぇ']",0.3333333333333333,0.5,0.4
"['歯', '磨ぎ', 'ぐれ', 'ぇ', '自分', 'で', 'で', 'ぎる']","['歯', '磨ぎ', 'ぐれぇ', '自分', 'で', 'でぎる']",0.5,0.6666666666666666,0.5714285714285715
"['自分', 'で', 'お', '湯', 'かげら', 'れっか']","['自分', 'で', 'お湯', 'かげ', 'られっ', 'か']",0.3333333333333333,0.3333333333333333,0.3333333333333333
"['自分', 'で', 'で', 'きっ', 'ごと', 'は', '自分', 'でし', 'ん', 'な', 'ね', 'ご', 'で', '。', 'さん', 'に', 'ぇ', 'ご', 'ど', 'あっ', 'たら', 'すけ', 'っから']","['自分', 'で', 'できっごと', 'は', '自分', 'で', 'しんな', 'ねごで', '。', 'さんにぇ', 'ごど', 'あっ', 'たら', 'すけっ', 'から']",0.30434782608695654,0.4666666666666667,0.3684210526315789
"['終わっ', 'たら', '声', 'かげ', 'でけろ', '。', '部屋', 'さ', '一緒', 'に', '帰る', 'べ']","['終わっ', 'たら', '声かげ', 'で', 'けろ', '。', '部屋', 'さ', '一緒', 'に', '帰る', 'べ']",0.75,0.75,0.75
"['食器', '下げ', 'で', 'も', 'いい', 'べ', 'が']","['食器', '下げ', 'で', 'も', 'いい', 'べ', 'が']",1.0,1.0,1.0
"['寝る', '前', 'もう', 'いっ', 'かい', 'べんじょ', 'さ行', 'ぐ', 'が']","['寝る', '前', 'もう', '一回', 'べんじょ', 'さ', '行ぐ', 'が']",0.3333333333333333,0.375,0.35294117647058826
"['節々', 'いだく', 'て', 'し', 'ゃ', 'ー', 'まし', 'する']","['節々', 'いだく', 'て', 'しゃーまし', 'する']",0.5,0.8,0.6153846153846154
"['節々', 'いだく', 'て', 'ひ', 'しゃ', 'ま', 'し', 'する']","['節々', 'いだく', 'て', 'しゃーまし', 'する']",0.5,0.8,0.6153846153846154
"['節々', 'いっ', 'てく', 'て', 'ひ', 'しゃ', 'ま', 'し', 'する']","['節々', 'いだ', 'く', 'て', 'ひしゃまし', 'する']",0.1111111111111111,0.16666666666666666,0.13333333333333333
"['先週', 'から', '髪', '洗っ', 'て', 'ね', 'え', 'がら', '、', 'あだ', 'ま', 'かゆい']","['先週', 'から', '髪', '洗っ', 'て', 'ねえ', 'がら', '、', 'あだま', 'かゆい']",0.6666666666666666,0.8,0.7272727272727272
"['前', 'さ', 'しゃがん', 'で', 'もらう', 'がら', '、', '左手', 'で', '椅子', 'の', '手すり', 'おさえ', 'でけろ']","['前', 'さ', 'しゃがん', 'で', 'もらう', 'がら', '、', '左手', 'で', '椅子', 'の', '手すり', 'おさえ', 'で', 'けろ']",0.9285714285714286,0.8666666666666667,0.896551724137931
